lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,Independents-Report,Research report / Introduction,What's the percentage of people who are democrats and voted in the last election compared to the entire population in 2018?,"[17532, 17534, 17535, 17533, 16819, 19390, 17538, 3721, 17539, 17536]","[17518, 17522, 17523, 17524, 17527, 17534, 17535]",2,0.29
0.5,Independents-Report,Research report / Introduction,"According to this report, which group is greater in population in 2018? Republican who are hispanic, or no leans who are male?","[17615, 17612, 17537, 17555, 17536, 17584, 17524, 17569, 17573, 17605]","[17522, 17518, 17615]",1,0.33
0.5,Independents-Report,Research report / Introduction,"According to this report, how many charts provide no opinions only from the ""no lean"" group?","[17562, 7064, 11947, 10529, 17566, 17565, 17563, 17564, 17561, 10576]","[17555, 17573]",Not Found,0.0
0.5,GPL-Graduate-Studies-Professional-Learning-Brochure-Jul-2021,Brochure,How many people with scarf are there in  Page 5?,"[12907, 6884, 12859, 11584, 13591, 10187, 11436, 13080, 10278, 11874]",[12845],Not Found,0.0
0.5,GPL-Graduate-Studies-Professional-Learning-Brochure-Jul-2021,Brochure,Which program has the longest time period among all the leadership programmes?,"[50, 10785, 10787, 12686, 11776, 15975, 17945, 378, 54, 19185]",[12947],Not Found,0.0
0.5,GPL-Graduate-Studies-Professional-Learning-Brochure-Jul-2021,Brochure,Which programme by coursework with disciplinary content allows to have the maximum of 3 years full-time duration? Write down the answer with alphabetical order. ,"[12866, 12947, 12864, 13145, 17434, 264, 5116, 9767, 17387, 17386]","[12864, 12859]",3,0.5
0.5,DSA-278777,Guidebook,What is the minimum voltage of the symbol at the bottom left corner in the Figure of EPROM programming and verification waveforms? Write down the answer in float format.,"[8065, 8078, 8068, 8038, 8048, 8103, 8101, 8102, 8043, 8042]","[8064, 8065]",1,0.5
0.5,DSA-278777,Guidebook,"How many waveform figures are contained in the guidebook for 272318? List the page numbers in the list format in ascending order,e.g., [""1"",""2""]","[6430, 8049, 8106, 12325, 10892, 12818, 103, 8107, 5972, 13148]","[8032, 8065, 8070, 8038, 8103, 8041, 8043, 8078]",Not Found,0.0
0.5,DSA-278777,Guidebook,How many connection graphs are contained in the guidebook?,"[6380, 6382, 6379, 38, 6377, 6436, 6381, 6419, 8031, 6376]","[7961, 7988]",Not Found,0.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,What is the central component of the figure at page 17?,"[15788, 15789, 18717, 11335, 19089, 15792, 15790, 14354, 15791, 926]",[927],Not Found,0.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many cameras outside the China area does the figure at Page 19 has? Write the answer in float format.,"[6838, 971, 15487, 12649, 6839, 6466, 10325, 12392, 11703, 4207]",[942],Not Found,0.0
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many website url does the document have?,"[971, 7941, 970, 11421, 14369, 12822, 6849, 14508, 14792, 12377]","[960, 834, 963, 968, 970, 971, 974, 924]",1,0.25
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,How many data centers does the China's largest cloud provider have?,"[809, 810, 811, 808, 813, 812, 828, 806, 883, 882]","[800, 809, 811]",1,0.67
0.5,Campaign_038_Introducing_AC_Whitepaper_v5e,Brochure,Which cities does the China's largest cloud provider have teams? Write the answer in list format with alphabetical rder.,"[6800, 812, 1693, 13100, 1692, 13238, 13752, 1686, 13225, 13138]","[800, 808, 809, 811, 812]",2,0.2
