lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,52b3137455e7ca4df65021a200aef724,Tutorial/Workshop,What is the title of module 1?,"[4086, 4062, 4081, 4054, 4436, 4063, 4075, 4579, 4080, 5371]",[4085],Not Found,0.0
0.5,52b3137455e7ca4df65021a200aef724,Tutorial/Workshop,What is the web address in the orange box in page 47 that gives the Wiki Query Service code?,"[4184, 4177, 4187, 4423, 4417, 4176, 4125, 4119, 4419, 4420]",[4223],Not Found,0.0
0.5,52b3137455e7ca4df65021a200aef724,Tutorial/Workshop,What is the sum of the files size of the 2 files with the smallest file size in the table on page 98?,"[4190, 8453, 4209, 2113, 3946, 307, 718, 914, 2009, 716]",[4477],Not Found,0.0
0.5,52b3137455e7ca4df65021a200aef724,Tutorial/Workshop,What is the color of the zone Mali in the map used to demonstrate GeoShapes using SPARQL and OSM?,"[4402, 4405, 4423, 4410, 4417, 4310, 4400, 4399, 4418, 4073]",[4402],1,1.0
0.5,52b3137455e7ca4df65021a200aef724,Tutorial/Workshop,Which example notebook does module 3 use to show how to create an interactive map?,"[4500, 4053, 4079, 4526, 4054, 4046, 4431, 4080, 4524, 4395]","[4489, 4493]",Not Found,0.0
0.5,52b3137455e7ca4df65021a200aef724,Tutorial/Workshop,How many distinct Netherlands location images does this slide use as examples?,"[4081, 4114, 4095, 1064, 4129, 4395, 11204, 11196, 4125, 5231]","[4249, 4266, 4115]",Not Found,0.0
0.5,2401.18059v1,Academic paper,"In figure 4, which nodes are retrieved by RAPTOR for both questions?","[2244, 2102, 1335, 2110, 1320, 2065, 1300, 2267, 2133, 2417]",[2110],4,1.0
0.5,2401.18059v1,Academic paper,What are the horizontal and vertical axis of Figure 3 respectively?,"[661, 217, 44, 1313, 1311, 53, 43, 891, 11123, 7865]",[2100],Not Found,0.0
0.5,2401.18059v1,Academic paper,"Based on ""PSEUDOCODE FOR RETRIEVAL METHODS"", which algorithm has more number of lines? (Give the algorithm name)","[2242, 2241, 2070, 1913, 1942, 1522, 2290, 2271, 1891, 1878]","[2242, 2245]",1,0.5
0.5,2401.18059v1,Academic paper,"In Figure 1's demonstration, what are the color of the nodes that appear in more than one clusters?","[612, 1313, 86, 2066, 2330, 1740, 2343, 11848, 2093, 1836]",[2066],4,1.0
